date,txn date,clean_narrative,value
09/11/2022,09/11/2022,POS PURCHASE PAYMOB Alfa SUHAG EG,-34.75
10/11/2022,10/11/2022,Outward Online Transfer,-400.0
14/11/2022,14/11/2022,ATM WITHDRAWAL CIB TIVOLI HELIOPOLIS CAIRO EG,-50.0
16/11/2022,16/11/2022,Cash Deposit \ SAMIR MOSTAFA MOHAMED MADKHAL QNATE,77400.0
17/11/2022,17/11/2022,ATM WITHDRAWAL CIB MOBILE EL NARGS CAIRO EG,-12000.0
17/11/2022,17/11/2022,ATM WITHDRAWAL CIB MOBILE EL NARGS CAIRO EG,-7000.0
17/11/2022,17/11/2022,Online Transfer Transfer to Another CIB Client,-50000.0
20/11/2022,20/11/2022,ATM DEPOSIT \ CIB MAADI MERAAG BR BN CAIRO EG,50.0
20/11/2022,20/11/2022,IPN Outward Payee Name: Ali Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-5.0
20/11/2022,20/11/2022,ATM DEPOSIT CIB MOKATTAM BR II CAIRO EG,5200.0
20/11/2022,20/11/2022,ATM DEPOSIT CIB MOKATTAM BR II CAIRO EG,200.0
20/11/2022,20/11/2022,IPN Outward Payee Name: Ali Ayad Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-2500.0
20/11/2022,20/11/2022,IPN Outward Payee Name: Ali Ayad Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-2800.0
20/11/2022,20/11/2022,Outward Online Transfer,-250.0
20/11/2022,20/11/2022,IPN Outward Payee Name: Lucky Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-278.0
21/11/2022,21/11/2022,ATM WITHDRAWAL AIBANK AIRO EG AIBKATM,-205.0
21/11/2022,21/11/2022,POS PURCHASE My fawry Maadi EG,-6026.5
24/11/2022,24/11/2022,POS PURCHASE VF FIT CAIRO,-800.0
24/11/2022,24/11/2022,Online Transfer Transfer to Another CIB Client,-955.0
24/11/2022,24/11/2022,Online Transfer Transfer to Another CIB Client,-40.0
24/11/2022,24/11/2022,Online Transfer Transfer to Another CIB Client,1000.0
27/11/2022,27/11/2022,IPN Outward Payee Name: Lucky Payer Name: ALY MAJED MOHAMED ABDEL Total Fees: dea,-250.0
27/11/2022,27/11/2022,ATM WITHDRAWAL CIB MOKATTAM BR II CAIRO EG,-750.0
27/11/2022,27/11/2022,Inward ACH ACH(ACH/) RTIN(SALARY FO SYNDO EMPLOYEES) FROM(,6000.0
28/11/2022,28/11/2022,Online Transfer Test,-1120.0
28/11/2022,28/11/2022,Outward Online Transfer,-1880.95
30/11/2022,30/11/2022,Debit Interest,-0.89
05/12/2022,05/12/2022,IPN Outward Payee Name: Lucky Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-400.0
06/12/2022,06/12/2022,Cash Deposit \ MOSTAFA RAFAAT YOUSIF ALI MORGAN SHUBR,53255.0
06/12/2022,06/12/2022,ATM WITHDRAWAL CIB MOKATTAM BR II CAIRO EG,-1000.0
06/12/2022,06/12/2022,IPN Outward Payee Name: Lucky Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-300.0
07/12/2022,07/12/2022,Online Transfer Transfer to Another CIB Client,-30000.0
07/12/2022,07/12/2022,ATM WITHDRAWAL CIB MOKATAM BR BNA CAIRO EG,-12000.0
07/12/2022,07/12/2022,ATM WITHDRAWAL CIB MOKATAM BR BNA CAIRO EG,-6300.0
08/12/2022,08/12/2022,POS PURCHASE FAWRY FNTS JYM CAIRO EG,-1000.0
11/12/2022,11/12/2022,IPN Outward Payee Name: Dina Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-1300.0
13/12/2022,13/12/2022,POS PURCHASE Orange WIFI Cairo EG,-10.0
13/12/2022,13/12/2022,POS PURCHASE PAYPAL LU,-177.43
13/12/2022,13/12/2022,POS PURCHASE VF FIT CAIRO,-800.0
13/12/2022,13/12/2022,IPN Outward Payee Name: Lucky Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-400.0
19/12/2022,19/12/2022,Online Transfer Transfer to Another CIB Client,200.0
19/12/2022,19/12/2022,Outward Online Transfer,-300.0
20/12/2022,20/12/2022,POS PURCHASE Orange Egypt EG,-460.0
20/12/2022,20/12/2022,IPN Outward Payee Name: Manno Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-2000.0
25/12/2022,25/12/2022,Online Transfer Transfer to Another CIB Client,500.0
27/12/2022,27/12/2022,Online Transfer Transfer to Another CIB Client,1000.0
27/12/2022,27/12/2022,IPN Outward Payee Name: Lucky Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-300.0
27/12/2022,27/12/2022,IPN Outward Payee Name: Ali Maged Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-500.0
28/12/2022,28/12/2022,Inward CO/ Funds ... ALY MAJED MOHAMED ABDELBASET AYAD,6000.0
28/12/2022,28/12/2022,POS PURCHASE TBS One Katameya New Cairo EG,-111.0
28/12/2022,28/12/2022,POS PURCHASE STARBUCKS One Katameya CAIRO,-75.0
28/12/2022,28/12/2022,Online Transfer Transfer to Another CIB Client,-1300.0
28/12/2022,28/12/2022,POS PURCHASE MOBIL OIL CAIRO EG,-200.0
28/12/2022,28/12/2022,IPN Outward Payee Name: Ali Ayad Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-1620.0
29/12/2022,29/12/2022,Credit Interest,0.02
