Date,Txn Date,Narrative,Value,Clean_Narrative
31/07/2022,31/07/2022,Credit Interest 100045365907-20220731,0.29,Credit Interest
02/08/2022,02/08/2022,Online Transfer FT22214W29WS\BNK - Transfer to Another CIB Client,-75.0,Online Transfer Transfer to Another CIB Client
02/08/2022,02/08/2022,POS PURCHASE FT22214GBTR9\BNK Breadfast Nargas CAIRO N 07AEG 86660625 5318050000006564,-67.0,POS PURCHASE Breadfast Nargas CAIRO
07/08/2022,07/08/2022,ATM WITHDRAWAL FT22219TH0TR\BNK NBE ATM805 CAIRO EG NBE25982 5318050000006564,-105.0,ATM WITHDRAWAL NBE CAIRO EG
07/08/2022,07/08/2022,ATM WITHDRAWAL FT2221907HWS\BNK NBE ATM805 CAIRO EG NBE25982 5318050000006564,-305.0,ATM WITHDRAWAL NBE CAIRO EG
07/08/2022,07/08/2022,ATM WITHDRAWAL FT222198KJ3Z CIB MOKATTAM BR II CAIRO EG 09720452 5318050000006564,-400.0,ATM WITHDRAWAL CIB MOKATTAM BR II CAIRO EG
07/08/2022,07/08/2022,POS PURCHASE FT22219DNSHP\BNK ACCEPT PAYMOB CAIRO EG 5318050000006564,-150.0,POS PURCHASE ACCEPT PAYMOB CAIRO EG
09/08/2022,09/08/2022,ATM DEPOSIT FT22221HDK1S CIB MOKATAM BR BNA CAIRO EG 09720451 5318050000006564 100045365907,450.0,ATM DEPOSIT CIB MOKATAM BR BNA CAIRO EG
09/08/2022,09/08/2022,ATM WITHDRAWAL FT22221W1D3Z CIB MOKATTAM BR III CAIRO EG 09720811 5318050000006564,-600.0,ATM WITHDRAWAL CIB MOKATTAM BR III CAIRO EG
09/08/2022,09/08/2022,Online Transfer FT22221PRSVB\BNK - Transfer to Another CIB Client,-150.0,Online Transfer Transfer to Another CIB Client
09/08/2022,09/08/2022,POS PURCHASE FT22221Q3W5V\BNK MCDONALDS CHILLOUT TUR CAIRO N 07AEG 00302920 5318050000006564,-60.0,POS PURCHASE MCDONALDS CHILLOUT TUR CAIRO
09/08/2022,09/08/2022,POS PURCHASE FT22221DK3JK\BNK MCDONALDS CHILLOUT TUR CAIRO N 07AEG 00302920 5318050000006564,-15.99,POS PURCHASE MCDONALDS CHILLOUT TUR CAIRO
09/08/2022,09/08/2022,POS PURCHASE FT22221090VZ\BNK starbucks waterway 5A CAIRO N 07AEG 50225771 5318050000006564,-55.0,POS PURCHASE starbucks waterway CAIRO
10/08/2022,10/08/2022,POS PURCHASE FT22222P44CB\BNK myfawry Maadi EG NBE00100 5318050000006564,-88.3,POS PURCHASE myfawry Maadi EG
14/08/2022,14/08/2022,Online Transfer FT22226D1JWT\BNK - Transfer to Another CIB Client,78.0,Online Transfer Transfer to Another CIB Client
14/08/2022,14/08/2022,Online Transfer FT22226BDQ5Z\BNK - Transfer to Another CIB Client,2000.0,Online Transfer Transfer to Another CIB Client
14/08/2022,14/08/2022,IPN Outward FT22226NTDH4\BNK Payee Name: Yasseen Mohamed Payer Name: ALY MAJED MOHAMED ABDEL Total F,-5.0,IPN Outward Payee Name: Yasseen Mohamed Payer Name: ALY MAJED MOHAMED ABDEL Total
14/08/2022,14/08/2022,Online Transfer FT22226B78CM\BNK - Transfer to Another CIB Client,5.0,Online Transfer Transfer to Another CIB Client
15/08/2022,15/08/2022,ATM DEPOSIT FT2222701RT3 CIB MOKATAM BR BNA CAIRO EG 09720451 5318050000006564 100045365907,200.0,ATM DEPOSIT CIB MOKATAM BR BNA CAIRO EG
15/08/2022,15/08/2022,ATM WITHDRAWAL FT2222730TGF CIB MOKATTAM BR III CAIRO EG 09720811 5318050000006564,-800.0,ATM WITHDRAWAL CIB MOKATTAM BR III CAIRO EG
15/08/2022,15/08/2022,IPN Outward FT22227383B8\BNK Payee Name: اسلماغويل Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-200.0,IPN Outward Payee Name: اسلماغويل Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:
17/08/2022,17/08/2022,POS PURCHASE FT22229QX3GX\BNK myfawry Maadi EG NBE00094 5318050000006564,-145.5,POS PURCHASE myfawry Maadi EG
18/08/2022,18/08/2022,POS PURCHASE FT222303TRDK\BNK TOP UP VODAFONE NSR CAIRO EG 5318050000006564,-10.0,POS PURCHASE TOP UP VODAFONE NSR CAIRO EG
18/08/2022,18/08/2022,POS PURCHASE FT22230S18G8\BNK SPOTIFY STOCKHOLM SE 80289988 5318050000006564,-82.39,POS PURCHASE SPOTIFY STOCKHOLM SE
21/08/2022,21/08/2022,Online Transfer FT22233KN9K6\BNK - Transfer to Another CIB Client,5000.0,Online Transfer Transfer to Another CIB Client
21/08/2022,21/08/2022,ATM WITHDRAWAL FT22233D0XW0 CIB MOKATTAM BR II CAIRO EG 09720452 5318050000006564,-1600.0,ATM WITHDRAWAL CIB MOKATTAM BR II CAIRO EG
23/08/2022,23/08/2022,POS PURCHASE FT222353VVW7\BNK Talabat Cairo EG 526805 5318050000006564,-93.29,POS PURCHASE Talabat Cairo EG
23/08/2022,23/08/2022,IPN Outward FT22235Z4PHL\BNK Payee Name: Abdelrahman Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:,-3300.0,IPN Outward Payee Name: Abdelrahman Payer Name: ALY MAJED MOHAMED ABDEL Total Fees:
24/08/2022,24/08/2022,Online Transfer FT22236Q9CB5\BNK - Transfer to Another CIB Client,1500.0,Online Transfer Transfer to Another CIB Client
24/08/2022,24/08/2022,Inward ACH FT22236P291G\BNK ACH(ACH/07713262057) RTIN(SALARY FO R SYNDO EMPLOYEES) FROM(EG920056000,2000.0,Inward ACH ACH(ACH/) RTIN(SALARY FO SYNDO EMPLOYEES) FROM(
25/08/2022,25/08/2022,Online Transfer FT22237JGMFY\BNK - Transfer to Another CIB Client,199.93,Online Transfer Transfer to Another CIB Client
25/08/2022,25/08/2022,Online Transfer FT22237KXX30\BNK - Transfer to Another CIB Client,2400.0,Online Transfer Transfer to Another CIB Client
25/08/2022,25/08/2022,ATM WITHDRAWAL FT22237JDG24\BNK CIB EL MAJD MOKATTAM CAIRO EG 08521412 5318050000006564,-3800.0,ATM WITHDRAWAL CIB EL MAJD MOKATTAM CAIRO EG
30/08/2022,30/08/2022,ATM WITHDRAWAL FT22242HW43K\BNK MIDB EW CAIRO EG MIDB-ATM 5318050000006564,-1205.0,ATM WITHDRAWAL MIDB EW CAIRO EG MIDBATM
30/08/2022,30/08/2022,POS PURCHASE FT22242J71J5\BNK PAYMOB BREADFAST CAIRO EG CIBS2I05 5318050000006564,-201.19,POS PURCHASE PAYMOB BREADFAST CAIRO EG
31/08/2022,31/08/2022,Outward FT22243L5Q02\BNK Online Transfer,-200.0,Outward Online Transfer
31/08/2022,31/08/2022,Credit Interest 100045365907-20220831,0.8,Credit Interest
01/09/2022,01/09/2022,POS PURCHASE FT22244RP63J\BNK Oscar MarketNew Ca Others EG T0004714 5318050000006564,-386.95,POS PURCHASE Oscar MarketNew Ca Others EG
04/09/2022,04/09/2022,Online Transfer FT222472QKFW\BNK - Transfer to Another CIB Client,1000.0,Online Transfer Transfer to Another CIB Client
04/09/2022,04/09/2022,Online Transfer FT22247DMTRW\BNK - Transfer to Another CIB Client,1000.0,Online Transfer Transfer to Another CIB Client
04/09/2022,04/09/2022,ATM WITHDRAWAL FT22247SVD49\BNK CIB EL MAJD MOKATTAM CAIRO EG 08521412 5318050000006564,-1000.0,ATM WITHDRAWAL CIB EL MAJD MOKATTAM CAIRO EG
04/09/2022,04/09/2022,ATM WITHDRAWAL FT22247HZZL6\BNK TAKATO3 9 ST WITH 10 S AIRO EG CAEW072 5318050000006564,-405.0,ATM WITHDRAWAL ST WITH AIRO EG
04/09/2022,04/09/2022,POS PURCHASE FT222471B72Q\BNK GEIDEAMEDICA OTHERS EG 5318050000006564,-170.0,POS PURCHASE GEIDEAMEDICA OTHERS EG
04/09/2022,04/09/2022,POS PURCHASE FT22247PYYH9\BNK TOP UP VODAFONE NSR CAIRO EG 5318050000006564,-300.0,POS PURCHASE TOP UP VODAFONE NSR CAIRO EG
06/09/2022,06/09/2022,Online Transfer FT22249MYM3N\BNK - Transfer to Another CIB Client,9.0,Online Transfer Transfer to Another CIB Client
06/09/2022,06/09/2022,POS PURCHASE FT222495448R\BNK Talabat Cairo EG 526805 5318050000006564,-164.59,POS PURCHASE Talabat Cairo EG
08/09/2022,08/09/2022,Online Transfer FT22251Z6X6J\BNK - Transfer to Another CIB Client,1800.0,Online Transfer Transfer to Another CIB Client
11/09/2022,11/09/2022,IPN Outward FT222543T5WF\BNK Payee Name: Payer Name: Total Fees: 0 bdb539e8-b4ba-4b53-9f2d-e28400db4,-600.0,IPN Outward Payee Name: Payer Name: Total Fees:
11/09/2022,11/09/2022,IPN Outward FT22254HXWDZ\BNK Payee Name: Payer Name: Total Fees: 0 e35b8b80-5124-4aea-ae4a-29ec846a6,-1200.0,IPN Outward Payee Name: Payer Name: Total Fees:
11/09/2022,11/09/2022,POS PURCHASE FT22254M2Z0X\BNK CHILLOUT SHENZAWY 2 CAIRO N 07AEG 00305157 5318050000006564,-220.0,POS PURCHASE CHILLOUT SHENZAWY CAIRO
11/09/2022,11/09/2022,POS PURCHASE FT222547NLW4\BNK Myfawry Maadi EG NBE00058 5318050000006564,-250.1,POS PURCHASE Myfawry Maadi EG
12/09/2022,12/09/2022,Online Transfer FT22255NWKDH\BNK - Personal transfer,6000.0,Online Transfer Personal transfer
12/09/2022,12/09/2022,Online Transfer FT22255RXJV0\BNK - Transfer to Another CIB Client,-6000.0,Online Transfer Transfer to Another CIB Client
14/09/2022,14/09/2022,POS PURCHASE FT222572J7H8\BNK SECOND CUP KORBA CAIRO E 07CEG 31826768 5318050000006564,-108.0,POS PURCHASE SECOND CUP KORBA CAIRO
15/09/2022,15/09/2022,Online Transfer FT22258Y20HQ\BNK - Transfer to Another CIB Client,3600.0,Online Transfer Transfer to Another CIB Client
18/09/2022,18/09/2022,Online Transfer FT222613W6D7\BNK - Transfer to Another CIB Client,2000.0,Online Transfer Transfer to Another CIB Client
18/09/2022,18/09/2022,IPN Outward FT22261R2F3G\BNK Payee Name: reem y**** a**** Payer Name: ALY MAJED MOHAMED ABDEL Total,-2020.0,IPN Outward Payee Name: reem **** **** Payer Name: ALY MAJED MOHAMED ABDEL Total
18/09/2022,18/09/2022,Outward FT22261GW87C\BNK Online Transfer,-1000.0,Outward Online Transfer
18/09/2022,18/09/2022,POS PURCHASE FT22261W7D8H\BNK BUFFALO WINGS AND RI CAIRO E 07EEG 31826648 5318050000006564,-311.09,POS PURCHASE BUFFALO WINGS AND RI CAIRO
19/09/2022,19/09/2022,POS PURCHASE FT22262XTYGF\BNK SPOTIFY STOCKHOLM SE 80289930 5318050000006564,-82.39,POS PURCHASE SPOTIFY STOCKHOLM SE
20/09/2022,20/09/2022,POS PURCHASE FT22263ZWC26\BNK PAYPAL ZALANDOSE 917696959 DE 00000001 5318050000006564,-1528.75,POS PURCHASE PAYPAL ZALANDOSE DE
20/09/2022,20/09/2022,POS PURCHASE FT22263QVGPV\BNK Talabat Cairo EG 526805 5318050000006564,-107.24,POS PURCHASE Talabat Cairo EG
21/09/2022,21/09/2022,Online Transfer FT22264TSTSS\BNK - Transfer to Another CIB Client,-20.0,Online Transfer Transfer to Another CIB Client
25/09/2022,25/09/2022,POS PURCHASE FT22268V6VL6\BNK RED BULL SHOP ELSBETHEN GLAAT 5318050000006564,-1203.32,POS PURCHASE RED BULL SHOP ELSBETHEN GLAAT
25/09/2022,25/09/2022,POS PURCHASE FT22268GQ6V6\BNK TOP UP VODAFONE NSR CAIRO EG 5318050000006564,-80.0,POS PURCHASE TOP UP VODAFONE NSR CAIRO EG
26/09/2022,26/09/2022,Inward ACH FT22269VZCJV\BNK A CH(TXARIBEGCX-20220926102139547-64 6789) RTIN(SALARY FOR SYNDO EMPLOYE,2000.0,Inward ACH CH(TXARIBEGCX ) RTIN(SALARY FOR SYNDO EMPLOYE
26/09/2022,26/09/2022,ATM WITHDRAWAL FT22269LW185\BNK BM KNOWLEDGE INTER UNI RTANTA EG BM017808 5318050000006564,-1005.0,ATM WITHDRAWAL BM KNOWLEDGE INTER UNI RTANTA EG
26/09/2022,26/09/2022,POS PURCHASE FT2226949JNV\BNK PAYMOB BREADFAST CAIRO EG CIBS2I05 5318050000006564,-132.5,POS PURCHASE PAYMOB BREADFAST CAIRO EG
28/09/2022,28/09/2022,ATM DEPOSIT FT222715CC81\BNK CIB Promenade Mall 5th Promenade Mall EG 08521939 5318050000006564 1000,900.0,ATM DEPOSIT CIB Promenade Mall Promenade Mall EG
29/09/2022,29/09/2022,Online Transfer FT22272TW0HV\BNK - Transfer to Another CIB Client,-4250.0,Online Transfer Transfer to Another CIB Client
29/09/2022,29/09/2022,Credit Interest 100045365907-20220930 CLOSING BALANCE,-0.74,Credit Interest
