Date,Txn Date,Narrative,Value,Clean_Narrative
23/10/2022,23/10/2022,Inward ACH FT22296SRC3N\BNK ACH(414OTDB222930002) RTIN()مصاريف F ROM(EG520003041430104622268000130) (,5000.0,Inward ACH ACH() RTIN()مصاريف ROM() (
23/10/2022,23/10/2022,POS PURCHASE FT2229628JST\BNK CHILLOUT MEDEOR CAIRO N 07AEG 00303060 5264390000005656,-200.0,POS PURCHASE CHILLOUT MEDEOR CAIRO
23/10/2022,23/10/2022,POS PURCHASE FT22296QPJJR\BNK Orange Egypt 1 EG 517460 5264390000005656,-122.0,POS PURCHASE Orange Egypt EG
23/10/2022,23/10/2022,POS PURCHASE FT22296VBCSL\BNK GEIDEAHawawshi El Refa OTHERS EG 5264390000005656,-808.0,POS PURCHASE GEIDEAHawawshi El Refa OTHERS EG
23/10/2022,23/10/2022,POS PURCHASE FT22296WW0XS\BNK FACEBK WL6JTK38P2 fb me ads IE 5264390000005656,-283.92,POS PURCHASE FACEBK fb me ads IE
23/10/2022,23/10/2022,POS PURCHASE FT22296MH44T\BNK FACEBK SESUNH78P2 fb me ads IE 5264390000005656,-257.5,POS PURCHASE FACEBK fb me ads IE
23/10/2022,23/10/2022,POS PURCHASE FT22296QPKGT\BNK Spin New Cairo EG T0014649 5264390000005656,-156.01,POS PURCHASE Spin New Cairo EG
23/10/2022,23/10/2022,POS PURCHASE FT222965DHN4\BNK GOOGLE ADS1478846133 cc google comIE 5264390000005656,-243.11,POS PURCHASE GOOGLE cc google comIE
24/10/2022,24/10/2022,POS PURCHASE FT22297VJLQB\BNK FACEBK AH5KVHT8P2 fb me ads IE 5264390000005656,-618.0,POS PURCHASE FACEBK fb me ads IE
24/10/2022,24/10/2022,POS PURCHASE FT22297JRH4R\BNK FACEBK 3RQBUHT8P2 fb me ads IE 5264390000005656,-463.5,POS PURCHASE FACEBK fb me ads IE
24/10/2022,24/10/2022,ATM WITHDRAWAL FT22297W12BR\BNK CIB TOLIP CLUB CAIRO EG 08520848 5264390000005656,-5000.0,ATM WITHDRAWAL CIB TOLIP CLUB CAIRO EG
24/10/2022,24/10/2022,POS PURCHASE FT22297NJG3D\BNK GoogleAdwordsEU ADS295 Dublin IE 5264390000005656,-412.0,POS PURCHASE GoogleAdwordsEU Dublin IE
26/10/2022,26/10/2022,POS PURCHASE FT22299RX8QP\BNK FACEBK BUNXBJT7P2 fb me ads IE 5264390000005656,-927.0,POS PURCHASE FACEBK fb me ads IE
27/10/2022,27/10/2022,Fees Account Transfer FT22300M95K7\A04 EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for 100038175321,-10.0,Fees Account Transfer \ EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for
27/10/2022,27/10/2022,POS PURCHASE FT22300RXC22\BNK PAYMOB Elrefaay GIZA EG 5264390000005656,-2190.0,POS PURCHASE PAYMOB Elrefaay GIZA EG
30/10/2022,30/10/2022,POS PURCHASE FT22303C62H8\BNK TAZKARTI Cairo EG NBE00145 5264390000005656,-175.0,POS PURCHASE TAZKARTI Cairo EG
30/10/2022,30/10/2022,POS PURCHASE FT22303L0S05\BNK FACEBK QUCUDJT7P2 fb me ads IE 5264390000005656,-1545.0,POS PURCHASE FACEBK fb me ads IE
30/10/2022,30/10/2022,POS PURCHASE FT223038NYCR\BNK Talabat Cairo EG 526805 5264390000005656,-78.0,POS PURCHASE Talabat Cairo EG
30/10/2022,30/10/2022,POS PURCHASE FT22303BLJXS\BNK GoogleAdwordsEU ADS295 Dublin IE 5264390000005656,-1648.0,POS PURCHASE GoogleAdwordsEU Dublin IE
30/10/2022,30/10/2022,POS PURCHASE FT22303S8BX3\BNK Talabat Cairo EG 526805 5264390000005656,-78.0,POS PURCHASE Talabat Cairo EG
31/10/2022,31/10/2022,POS PURCHASE FT223043YBLX\BNK TOTAL FUEL 502907 CAIRO N 07AEG 00309578 5264390000005656,-200.0,POS PURCHASE TOTAL FUEL CAIRO
31/10/2022,31/10/2022,Credit Interest 100038175321-20221031,12.48,Credit Interest
01/11/2022,01/11/2022,POS PURCHASE FT223058KWLT\BNK ADS SFJQHKP7P2 fb me ads IE 5264390000005656,-2266.0,POS PURCHASE ADS fb me ads IE
01/11/2022,01/11/2022,POS PURCHASE FT22305FBSM4\BNK BLIZZARD EU172915101 VELIZY VILACOFR 5264390000005656,-250.71,POS PURCHASE BLIZZARD VELIZY VILACOFR
03/11/2022,03/11/2022,POS PURCHASE FT22307TPD3H\BNK GoogleAdwordsEU ADS295 Dublin IE 5264390000005656,-1235.84,POS PURCHASE GoogleAdwordsEU Dublin IE
06/11/2022,06/11/2022,Inward ACH FT22310NSGZL\BNK A CH(TXALEXEGCX202211060811290600200 964) RTIN(DIG) FROM(324083473001)(م,10000.0,Inward ACH CH( ) RTIN(DIG) FROM()(
07/11/2022,07/11/2022,POS PURCHASE FT2231191YVG\BNK FACEBK URS9RJB8P2 fb me ads IE 5264390000005656,-3122.52,POS PURCHASE FACEBK fb me ads IE
07/11/2022,07/11/2022,POS PURCHASE FT22311DH2JX\BNK GoogleAdwordsEU ADS295 Dublin IE 5264390000005656,-2472.0,POS PURCHASE GoogleAdwordsEU Dublin IE
08/11/2022,08/11/2022,Inward ACH FT22311C17GK\BNK ACH(414OTDB223110007) RTIN()مصروف F R OM(EG520003041430104622268000130)(,5000.0,Inward ACH ACH() RTIN()مصروف OM()(
08/11/2022,08/11/2022,ATM WITHDRAWAL FT223127FJSV\BNK CIB MOBILE EL NARGS CAIRO EG 08520057 5264390000005656,-2000.0,ATM WITHDRAWAL CIB MOBILE EL NARGS CAIRO EG
13/11/2022,13/11/2022,POS PURCHASE FT22317BJWFT\BNK GoogleAdwordsEU ADS295 Dublin IE 5264390000005656,-4120.0,POS PURCHASE GoogleAdwordsEU Dublin IE
14/11/2022,14/11/2022,POS PURCHASE FT223186JNJT\BNK GoogleAdwordsEU ADS295 Dublin IE 5264390000005656,-4120.0,POS PURCHASE GoogleAdwordsEU Dublin IE
15/11/2022,15/11/2022,ATM WITHDRAWAL FT22319YV13N\BNK CIB TOLIP CLUB CAIRO EG 08520848 5264390000005656,-500.0,ATM WITHDRAWAL CIB TOLIP CLUB CAIRO EG
17/11/2022,17/11/2022,Fees Account Transfer FT223218X09G\A03 EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for 100038175321,-10.0,Fees Account Transfer \ EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for
24/11/2022,24/11/2022,ATM WITHDRAWAL FT22328TG1QW\BNK CIB TOLIP CLUB CAIRO EG 08520848 5264390000005656,-750.0,ATM WITHDRAWAL CIB TOLIP CLUB CAIRO EG
24/11/2022,24/11/2022,POS PURCHASE FT22328PBDD0\BNK Orange Egypt 1 EG 517460 5264390000005656,-115.0,POS PURCHASE Orange Egypt EG
27/11/2022,27/11/2022,POS PURCHASE FT22331ZZK9M\BNK PRIME PICK UP CAIRO N 07AEG 50064726 5264390000005656,-35.0,POS PURCHASE PRIME PICK UP CAIRO
29/11/2022,29/11/2022,POS PURCHASE FT22333LJZGG\BNK G2A COM AMSTERDAM NL ZEN00004 5264390000005656,-665.63,POS PURCHASE COM AMSTERDAM NL
30/11/2022,30/11/2022,ATM WITHDRAWAL FT22334ZN400\BNK CIB TOLIP CLUB CAIRO EG 08520848 5264390000005656,-500.0,ATM WITHDRAWAL CIB TOLIP CLUB CAIRO EG
30/11/2022,30/11/2022,Credit Interest 100038175321-20221130,2.66,Credit Interest
05/12/2022,05/12/2022,Inward ACH FT22339SS33Z\BNK ACH(414OTDB223398002) RTIN()مصروف F R OM(EG520003041430104622268000130)(,8000.0,Inward ACH ACH() RTIN()مصروف OM()(
05/12/2022,05/12/2022,POS PURCHASE FT22339QP8CW\BNK Orange Egypt 1 EG 517460 5264390000005656,-115.0,POS PURCHASE Orange Egypt EG
05/12/2022,05/12/2022,POS PURCHASE FT22339SWBNM\BNK BELGIUM FOR SWEETS THO CAIRO N 07AEG 25127401 5264390000005656,-430.12,POS PURCHASE BELGIUM FOR SWEETS THO CAIRO
05/12/2022,05/12/2022,ATM WITHDRAWAL FT223399KDNS\BNK CIB MOBILE EL NARGS CAIRO EG 08520057 5264390000005656,-3000.0,ATM WITHDRAWAL CIB MOBILE EL NARGS CAIRO EG
05/12/2022,05/12/2022,ATM WITHDRAWAL FT22339Y466V\BNK CIB TOLIP CLUB CAIRO EG 08520848 5264390000005656,-1500.0,ATM WITHDRAWAL CIB TOLIP CLUB CAIRO EG
06/12/2022,06/12/2022,ATM WITHDRAWAL FT22340T4BRC\BNK BM GEN ADMIN F PASSPOR CAIRO EG BM010901 5264390000005656,-1505.0,ATM WITHDRAWAL BM GEN ADMIN PASSPOR CAIRO EG
08/12/2022,08/12/2022,Inward ACH FT223421Q8SW\BNK ACH(414OTDB223420005) RTIN()مصروف F R OM(EG520003041430104622268000130)(,3000.0,Inward ACH ACH() RTIN()مصروف OM()(
11/12/2022,11/12/2022,Outward FT22345B9SB8\BNK Online Transfer,-500.0,Outward Online Transfer
11/12/2022,11/12/2022,POS PURCHASE FT22345JY3CV\BNK FACEBK QEPHFKT7P2 fb me ads IE 5264390000005656,-1751.0,POS PURCHASE FACEBK fb me ads IE
11/12/2022,11/12/2022,POS PURCHASE FT22345XZ6PD\BNK AMAN PASSPORTS CAIRO EG 5264390000005656,-325.0,POS PURCHASE AMAN PASSPORTS CAIRO EG
11/12/2022,11/12/2022,POS PURCHASE FT22345T8K3V\BNK TAZKARTI GIZA EG 5264390000005656,-75.0,POS PURCHASE TAZKARTI GIZA EG
11/12/2022,11/12/2022,POS PURCHASE FT22345LN28S\BNK FACEBK Q2GHJKB8P2 fb me ads IE 5264390000005656,-412.0,POS PURCHASE FACEBK fb me ads IE
11/12/2022,11/12/2022,POS PURCHASE FT2234545VK9\BNK TAZKARTI GIZA EG 5264390000005656,-75.0,POS PURCHASE TAZKARTI GIZA EG
12/12/2022,12/12/2022,POS PURCHASE FT223467WRP6\BNK Orange Egypt 1 EG 517460 5264390000005656,-115.0,POS PURCHASE Orange Egypt EG
12/12/2022,12/12/2022,POS PURCHASE FT22346VS28C\BNK TOP UP ETISALAT EGYPT CAIRO EG 5264390000005656,-50.0,POS PURCHASE TOP UP ETISALAT EGYPT CAIRO EG
12/12/2022,12/12/2022,POS PURCHASE FT2234617TZJ\BNK FACEBK 38CJQKP8P2 fb me ads IE 5264390000005656,-893.1,POS PURCHASE FACEBK fb me ads IE
13/12/2022,13/12/2022,POS PURCHASE FT22347LK5W2\BNK CHICKIN WORX COMPANY CAIRO N 07AEG 25148203 5264390000005656,-439.0,POS PURCHASE CHICKIN WORX COMPANY CAIRO
15/12/2022,15/12/2022,POS PURCHASE FT223494YZHG\BNK Orange Egypt 1 EG 517460 5264390000005656,-72.0,POS PURCHASE Orange Egypt EG
15/12/2022,15/12/2022,POS PURCHASE REFUND FT22349ZGRMR\BNK ELMENUS CAIRO S 07EEG CIBS2I01 5264390000005656,1.0,POS PURCHASE REFUND ELMENUS CAIRO
15/12/2022,15/12/2022,POS PURCHASE FT22349JZXDD\BNK ELMENUS CAIRO S 07EEG CIBS2I01 5264390000005656,-157.38,POS PURCHASE ELMENUS CAIRO
15/12/2022,15/12/2022,POS PURCHASE FT223491WVK8\BNK ELMENUS CAIRO S 07EEG CIBS2I01 5264390000005656,-1.0,POS PURCHASE ELMENUS CAIRO
18/12/2022,18/12/2022,POS PURCHASE FT223528MT73\BNK G2A COM AMSTERDAM NL ZEN00004 5264390000005656,-645.71,POS PURCHASE COM AMSTERDAM NL
22/12/2022,22/12/2022,Fees Account Transfer FT223561XKDV\K02 EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for 100038175321,-10.0,Fees Account Transfer \ EASY ACCOUNT MONTHLY SUBSCRIPTION FEES for
28/12/2022,28/12/2022,Inward ACH FT22362TM4B9\BNK ACH(414OTDB223612015) RTIN()مصروف nan nan OM(EG520003041430104622268000130)(,12000.0,Inward ACH ACH() RTIN()مصروف nan nan OM()(
29/12/2022,29/12/2022,ATM WITHDRAWAL FT223638D9C4\BNK CIB TOLIP CLUB CAIRO EG 08520848 5264390000005656,-9500.0,ATM WITHDRAWAL CIB TOLIP CLUB CAIRO EG
29/12/2022,29/12/2022,Credit Interest 100038175321-20221231 CLOSING BALANCE,0.02,Credit Interest
